cartodb_id,the_geom,cartodb_georef_status,geonameid,subcountry,country,name
9031,,false,1255488,Punjab,India,Sultanpur
13063,0101000020E6100000A661F88898BA5F40C0046EDDCD934140,true,1841811,Gwangju,South Korea,Gwangju
106,0101000020E6100000E5D53906641F2E407311DF89596F1EC0,true,2236568,Uíge,Angola,Uíge
614,,false,585568,Baki,Azerbaijan,Mardakan
2468,0101000020E6100000488AC8B08A0952C00A9DD7D825A24640,true,6064180,Quebec,Canada,Magog
2388,0101000020E61000002C9FE579708753C0D4601A868F484840,true,5884588,Quebec,Canada,Amos
3256,0101000020E610000072FE261422F25940F92CCF83BB7B3940,true,1797318,Yunnan,China,Qujing
4822,0101000020E610000043E7357689AA2640FB912232AC1E4940,true,2883784,Bavaria,Germany,Kronach
4170,0101000020E61000002237C30DF8A254C0B329577897FB3640,true,3567612,Artemisa,Cuba,Bauta
5714,0101000020E6100000800EF3E5057453C03E7958A835CDEFBF,true,3650721,Napo,Ecuador,Tena
5646,0101000020E61000009031772D219F0640EAE74D452A3C4240,true,2503769,Blida,Algeria,Blida
5515,0101000020E6100000C959D8D30E3F0A405F7B6649805E4240,true,2482908,Alger,Algeria,Rouiba
6350,0101000020E61000004703780B2428DABFDAACFA5C6D114540,true,3120514,Aragon,Spain,Huesca
6485,0101000020E6100000E3FC4D2844A443406666666666E62040,true,326308,Oromiya,Ethiopia,Wenjī
7901,0101000020E6100000A2B437F8C2942CC0E89FE06245DD2540,true,2422924,Boke,Guinea,Boké
7220,0101000020E61000008B1A4CC3F01191BF0000000000604840,true,3037051,Normandy,France,Argentan
7922,0101000020E6100000E76F4221026E364068E89FE062894240,true,253394,Peloponnese,Greece,Spárti
8688,0101000020E61000000FB9196EC06723C09817601F9D224A40,true,2961123,Munster,Ireland,Tralee
9841,,false,1264403,Kerala,India,Mahē
9427,,false,1259735,Uttar Pradesh,India,Phulpur
9051,0101000020E6100000C3B645990DAC5540E59B6D6E4C473540,true,1255705,Odisha,India,Soro
10387,,false,1270759,Uttar Pradesh,India,Gulāothi
10638,0101000020E6100000F870C971A710534037548CF337E12340,true,1273874,Kerala,India,Cochin
11922,0101000020E610000045D8F0F44A2922405F7B664980E64640,true,3178229,Lombardy,Italy,Como
11233,,false,10792588,Kerala,India,Cherthala
12719,0101000020E61000002EE7525C558561406666666666064240,true,2111749,Ibaraki,Japan,Naka
12662,0101000020E6100000064CE0D6DDA56040B79C4B7155F54040,true,1926054,Ehime,Japan,Saijō
13487,0101000020E6100000B4E55C8AABAA1D407D96E7C1DDDD4540,true,2993458,,Monaco,Monaco
14500,,false,10792382,Selangor,Malaysia,Putra Heights
14617,0101000020E610000053D0ED258DF11840BF9A030473341E40,true,2327220,Kogi,Nigeria,Okene
15974,0101000020E61000000A4B3CA06C6451402F51BD35B02D3940,true,1172657,Sindh,Pakistan,Kunri
15425,0101000020E61000008E01D9EBDDED5E40DA722EC555552A40,true,1684577,Bicol,Philippines,Tagas
15215,,false,286282,Al Batinah North Governorate,Oman,Sohar
15328,0101000020E6100000304CA60A468151C0E561A1D634AF2FC0,true,3931276,Puno,Peru,Puno
16496,,false,281161,Gaza Strip,Palestinian Territory,Al Burayj
16505,,false,282615,West Bank,Palestinian Territory,Nablus
17566,0101000020E61000000000000000C04240B0C91AF510F14B40,true,570636,Moscow,Russia,Businovo
17981,,false,102527,Al Jawf,Saudi Arabia,Sakakah
18854,0101000020E6100000158C4AEA049C3B40C80C54C6BF974340,true,300371,Manisa,Turkey,Soma
18988,0101000020E6100000B3075A81216340409A081B9E5EC94240,true,317844,Konya,Turkey,Çumra
19002,0101000020E6100000B81E85EB51983E40F4A62215C6BA4240,true,320533,Burdur,Turkey,Bucak
20877,0101000020E61000009C16BCE82BD655C0B936548CF3CB4440,true,4920607,Indiana,United States,Gary
20645,0101000020E61000003BC780ECF54058C011DF89592F7A4040,true,4683217,Texas,United States,Coppell
22770,,false,789225,Mitrovica,Kosovo,Mitrovicë
22757,,false,783770,Mitrovica,Kosovo,Zvečan
22761,,false,785238,Prizren,Kosovo,Suva Reka
1043,0101000020E61000004FE960FD9F43F43FCBDB114E0B3E2540,true,2391455,Atakora,Benin,Tanguiéta
2705,0101000020E610000062A1D634EF0821409296CADB11964740,true,2657908,Zug,Switzerland,Zug
3274,0101000020E610000062F3716DA8C05D40E38DCC237F703940,true,1798449,Fujian,China,Putian
3525,0101000020E6100000A5315A4755A55B40609335EA21A23540,true,1812990,Henan Sheng,China,Huazhou
4258,0101000020E61000005053CBD6FAF22C408BE07F2BD90D4940,true,3071966,Praha,Czech Republic,Libeň
5019,0101000020E61000000B0C59DDEA292840787FBC57AD704940,true,2921232,Thuringia,Germany,Gera
6662,0101000020E6100000983446EBA8AA00401D03B2D7BB9B4740,true,2969257,Centre,France,Vierzon
7179,0101000020E61000002F698CD65155F53F4963B48EAACA4740,true,3032213,Centre,France,Blois
7267,0101000020E6100000D8BB3FDEABF625402C2B4D4A417707C0,true,2396253,Nyanga,Gabon,Tchibanga
9748,0101000020E61000005BCEA5B8AAFA52400DA661F888882640,true,1263280,Kerala,India,Mavoor
11835,0101000020E6100000B2852007252C32409A25016A6A2D4440,true,3174953,Apulia,Italy,Lecce
12616,0101000020E61000001F80D4264E626140C87BD5CA841F4240,true,1864099,Gunma,Japan,Fujioka
13486,0101000020E6100000F6B4C35F93B51D40C971A774B0DE4540,true,2992741,,Monaco,Monte-Carlo
15940,0101000020E6100000D53E1D8F19005140A73FFB9122AA3A40,true,1170013,Sindh,Pakistan,Moro
16255,0101000020E61000006EC0E787112A3740B0C91AF510914A40,true,776069,Podlasie,Poland,Białystok
16412,0101000020E610000069C6A2E9EC742D407DCB9C2E8BF94940,true,3098130,Lubusz,Poland,Gubin
16566,0101000020E6100000459E245D335921C0DBC4C9FD0E8D4240,true,2267226,Faro,Portugal,Lagos
18957,0101000020E6100000367689EAADC13A402041F163CC554340,true,314903,İzmir,Turkey,Foça
20,0101000020E61000004FAF9465881350402849D74CBE0D4140,true,1125896,Ghowr,Afghanistan,Shahrak
16,0101000020E6100000D23AAA9A20EE4E40689604A8A9F53E40,true,1120985,Nīmrūz,Afghanistan,Zaranj
13,0101000020E6100000D6390664AFB74B40FE0E45813E693940,true,292932,Ajman,United Arab Emirates,Ajman
5,0101000020E61000008FC70C54C62B4C40BF823463D1543940,true,291696,Ash Shāriqah,United Arab Emirates,Khawr Fakkān
22,0101000020E61000001D9430D3F69B5040E960FD9FC3EC4140,true,1127628,Sar-e Pol,Afghanistan,Sang-e Chārak
33,0101000020E610000076374F75C8175040F2B5679604983F40,true,1134720,Helmand,Afghanistan,Lashkar Gāh
18,0101000020E610000017B7D100DE124F403B53E8BCC6A64040,true,1125155,Herat,Afghanistan,Shīnḏanḏ
12,0101000020E6100000A852B3075AE14B40D39FFD4811313840,true,292913,Abu Dhabi,United Arab Emirates,Al Ain
31,0101000020E61000005A9E0777678D5140446E861BF0554140,true,1133574,Laghmān,Afghanistan,Mehtar Lām
26,0101000020E6100000B515FBCBEE315140AA436E861B9C4240,true,1129648,Kunduz,Afghanistan,Qarāwul
3,0101000020E610000033DC80CF0FC74B40F111312592903940,true,290594,Umm al Qaywayn,United Arab Emirates,Umm al Qaywayn
27,0101000020E6100000CB2DAD86C42D5140543A58FFE7F84140,true,1130490,Wilāyat-e Baghlān,Afghanistan,Pul-e Khumrī
8,0101000020E61000002D6002B7EE224C409F3C2CD49A9E3940,true,292239,Al Fujayrah,United Arab Emirates,Dibba Al-Hisn
28,0101000020E61000001EDC9DB5DB3C51405726FC523F4B4140,true,1131316,Kabul,Afghanistan,Paghmān
1062,0101000020E6100000069E7B0F971CFE3F6F2A52616CA11940,true,2394824,Mono,Benin,Comé
11,0101000020E61000008143A852B32B4C4067EDB60BCD1D3940,true,292878,Al Fujayrah,United Arab Emirates,Al Fujayrah
6,0101000020E6100000BD3AC780EC954B40E25817B7D1103940,true,292223,Dubai,United Arab Emirates,Dubai
30,0101000020E610000063B48EAA26325040446E861BF0F54140,true,1133453,Faryab,Afghanistan,Maymana
7,0101000020E610000053B3075A81214C402B306475AB973940,true,292231,Al Fujayrah,United Arab Emirates,Dibba Al-Fujairah
34,0101000020E61000004B766C04E2F94E40FD87F4DBD7A54040,true,1135158,Herat,Afghanistan,Kushk
4,0101000020E610000029CB10C7BAF84B40FC3559A31ECA3940,true,291074,Raʼs al Khaymah,United Arab Emirates,Ras al-Khaimah
1,0101000020E61000005DC47762D68BF83F3ECBF3E0EE404540,true,3040051,Escaldes-Engordany,Andorra,les Escaldes
25,0101000020E61000009FB0C403CA8250408B321B6492B54240,true,1129516,Jowzjān,Afghanistan,Qarqīn
24,0101000020E6100000A5BDC1172675514072FE261422904240,true,1128265,Takhār,Afghanistan,Rustāq
21,0101000020E6100000367689EAAD7B50400820B589931B4240,true,1127110,Sar-e Pol,Afghanistan,Sar-e Pul
32,0101000020E6100000E2067C7E18C7504026C79DD2C15A4240,true,1133616,Balkh,Afghanistan,Mazār-e Sharīf
14,0101000020E61000003F912749D7F04B40D252793BC2493940,true,292953,Ash Shāriqah,United Arab Emirates,Adh Dhayd
2,0101000020E6100000BC5CC4776256F83F309E4143FF404540,true,3041563,Andorra la Vella,Andorra,Andorra la Vella
17,0101000020E6100000A3586E6935625140431CEBE2365E4240,true,1123004,Takhār,Afghanistan,Taloqan
9,0101000020E6100000B0FECF61BEB44B40CAA65CE15D563940,true,292672,Ash Shāriqah,United Arab Emirates,Sharjah
15,0101000020E61000005036E50AEF2E4B403A0664AF77773840,true,292968,Abu Dhabi,United Arab Emirates,Abu Dhabi
23,0101000020E6100000B4B0A71DFE005140E0F3C308E1214240,true,1127768,Samangān,Afghanistan,Aībak
10,0101000020E610000004E275FD825D4A402367614F3B1C3840,true,292688,Abu Dhabi,United Arab Emirates,Ar Ruways
19,0101000020E6100000234A7B832F70504036E50AEF72554240,true,1125444,Jowzjān,Afghanistan,Shibirghān
29,0101000020E61000008A93FB1D8A48514055C1A8A44E084240,true,1132495,Wilāyat-e Baghlān,Afghanistan,Nahrīn
1021,0101000020E61000000EDB16653620374018213CDA389E4540,true,733264,Montana,Bulgaria,Berkovitsa
1007,0101000020E610000083A3E4D5398E39407AC7293A92F74440,true,730435,Khaskovo,Bulgaria,Haskovo
1022,0101000020E61000000000000000403B409A99999999594540,true,733579,Burgas,Bulgaria,Aytos
1019,0101000020E6100000C6F99B5088C837403333333333734540,true,733014,Sofiya,Bulgaria,Botevgrad
1015,0101000020E61000009A999999999939406666666666064540,true,732263,Khaskovo,Bulgaria,Dimitrovgrad
1002,0101000020E61000009A99999999393740CDCCCCCCCCB44540,true,729114,Montana,Bulgaria,Montana
1012,0101000020E6100000F92CCF83BBBB3740EACF7EA488C84440,true,731108,Blagoevgrad,Bulgaria,Gotse Delchev
1009,0101000020E610000066666666666639405036E50AEF4E4540,true,730496,Stara Zagora,Bulgaria,Kazanlŭk
1014,0101000020E6100000E84D452A8C5539401D9430D3F66F4540,true,731549,Gabrovo,Bulgaria,Gabrovo
1018,0101000020E6100000E4BD6A65C2773B4029E8F692C6404540,true,732770,Burgas,Bulgaria,Burgas
1016,0101000020E610000093C6681D555539409A99999999194540,true,732452,Stara Zagora,Bulgaria,Chirpan
1001,0101000020E610000007D3307C44043A407D96E7C1DD3D4540,true,728742,Sliven,Bulgaria,Nova Zagora
1013,0101000020E6100000969526A5A0B339409C8A54185B904540,true,731233,Veliko Tŭrnovo,Bulgaria,Gorna Oryakhovitsa
1006,0101000020E6100000A06CCA15DE5D39403333333333D34440,true,729794,Kŭrdzhali,Bulgaria,Kardzhali
1020,0101000020E61000009A999999991937408369183E22024540,true,733191,Blagoevgrad,Bulgaria,Blagoevgrad
1023,0101000020E6100000A06CCA15DEDD38408369183E22024540,true,733618,Plovdiv,Bulgaria,Asenovgrad
1005,0101000020E610000045F0BF95ECB03640AAD4EC8156244540,true,729730,Kyustendil,Bulgaria,Kyustendil
1003,0101000020E61000003A0664AF77B73840B0C91AF510914540,true,729559,Lovech,Bulgaria,Lovech
1010,0101000020E6100000F92CCF83BBFB3A403333333333534540,true,730559,Burgas,Bulgaria,Karnobat
1011,0101000020E6100000CDCCCCCCCCCC3840B0C91AF510514540,true,730565,Plovdiv,Bulgaria,Karlovo
1017,0101000020E61000009A999999991938408369183E22A24540,true,732491,Pleven,Bulgaria,Cherven Bryag
1008,0101000020E61000006666666666E639401630815B77F74440,true,730442,Khaskovo,Bulgaria,Kharmanli
1004,0101000020E6100000314278B4713C37404E452A8C2DE84540,true,729581,Montana,Bulgaria,Lom
2024,0101000020E61000009E7B0F971C674BC08DD13AAA9A3836C0,true,3464460,Mato Grosso do Sul,Brazil,Dourados
2028,0101000020E610000077A1B94E237146C0CFBD874B8E2334C0,true,3464688,Minas Gerais,Brazil,Divinópolis
2009,0101000020E6100000876D8B321B7849C06475ABE7A40F3CC0,true,3463762,Rio Grande do Sul,Brazil,Estrela
2027,0101000020E610000054A9D903AD3048C012BD8C62B95D36C0,true,3464618,São Paulo,Brazil,Dois Córregos
2007,0101000020E6100000F819170E84AC49C09A99999999393DC0,true,3463605,Rio Grande do Sul,Brazil,Farroupilha
2011,0101000020E6100000FC8C0B07429649C0040473F4F8A53DC0,true,3463865,Rio Grande do Sul,Brazil,Estância Velha
2010,0101000020E61000005036E50AEF9649C0F819170E84DC3DC0,true,3463859,Rio Grande do Sul,Brazil,Esteio
2006,0101000020E61000001D03B2D7BB7B43C00DA661F8888828C0,true,3463478,Bahia,Brazil,Feira de Santana
2025,0101000020E6100000751F80D426564BC0B329577897FB3EC0,true,3464547,Rio Grande do Sul,Brazil,Dom Pedrito
2012,0101000020E6100000876D8B321BB842C04512BD8C628926C0,true,3463900,Sergipe,Brazil,Estância
2008,0101000020E6100000D925AAB7068243C0A4703D0AD70325C0,true,3463698,Bahia,Brazil,Euclides da Cunha
2005,0101000020E6100000DD0720B5891F49C054A9D903AD4834C0,true,3463432,São Paulo,Brazil,Fernandópolis
2013,0101000020E6100000295C8FC2F5F842C08109DCBA9B9727C0,true,3463920,Bahia,Brazil,Esplanada
2002,0101000020E6100000DFF8DA334B4648C01B81785DBF983BC0,true,3463237,Santa Catarina,Brazil,Florianópolis
2020,0101000020E61000009626A5A0DB6747C0BE13B35E0CD537C0,true,3464304,São Paulo,Brazil,Embu Guaçu
2004,0101000020E6100000417DCB9C2E2F47C018B2BAD5738A37C0,true,3463422,São Paulo,Brazil,Ferraz de Vasconcelos
2019,0101000020E6100000AC5626FC52EF49C0314278B4713C3DC0,true,3464274,Rio Grande do Sul,Brazil,Encantado
2015,0101000020E61000004E452A8C2D2846C03333333333C333C0,true,3464008,Minas Gerais,Brazil,Esmeraldas
2021,0101000020E6100000A27F828B156D47C092B3B0A71DA637C0,true,3464305,São Paulo,Brazil,Embu
2001,0101000020E6100000B4AB90F293B646C049F4328AE57634C0,true,3463174,Minas Gerais,Brazil,Formiga
2018,0101000020E6100000B43C0FEECE424AC0179F02603C8B3EC0,true,3464255,Rio Grande do Sul,Brazil,Encruzilhada do Sul
2003,0101000020E610000008556AF6409749C0732EC55565073DC0,true,3463271,Rio Grande do Sul,Brazil,Flores da Cunha
2023,0101000020E6100000799274CDE4A745C0B70BCD751AC936C0,true,3464374,Rio de Janeiro,Brazil,Duque de Caxias
2017,0101000020E6100000B43C0FEECE0A43C0A796ADF545E227C0,true,3464100,Bahia,Brazil,Entre Rios
2022,0101000020E61000009C8A54185BC846C05C8FC2F5289C35C0,true,3464329,Minas Gerais,Brazil,Elói Mendes
2016,0101000020E6100000C1A8A44E40234AC0EDB60BCD75A23BC0,true,3464073,Rio Grande do Sul,Brazil,Erechim
2014,0101000020E6100000A2EE0390DA6845C043FF04172BDA2DC0,true,3463939,Minas Gerais,Brazil,Espinosa
2026,0101000020E6100000AC5626FC52874AC0C0046EDDCDBB39C0,true,3464579,Paraná,Brazil,Dois Vizinhos
3002,0101000020E6100000F3599E07777726400000000000001340,true,2235194,Centre,Cameroon,Bafia
3004,0101000020E61000000000000000802840359886E123220E40,true,2235776,Centre,Cameroon,Akonolinga
3006,0101000020E6100000D8648D7A883856400000000000403D40,true,1279715,Tibet Autonomous Region,China,Rikaze
3001,0101000020E6100000F645425BCED52440F0A7C64B37E91540,true,2235189,West,Cameroon,Bafoussam
3003,0101000020E6100000423EE8D9AC5A2440E25817B7D1A01440,true,2235196,West,Cameroon,Bafang
3005,0101000020E61000003546EBA86A0222403D0AD7A370FD1040,true,2594800,South-West Province,Cameroon,Idenao
3007,0101000020E61000008C101E6D1CA158404985B18520DF4340,true,1279945,Gansu Sheng,China,Jiuquan
4025,0101000020E6100000ACA8C1340C0355C0CFDA6D179AEB2340,true,3621505,San José,Costa Rica,San Vicente
4032,0101000020E6100000799274CDE40355C075E5B33C0FBE2340,true,3621753,San José,Costa Rica,San Miguel
4033,0101000020E6100000287E8CB96B0555C0C58F31772DC12340,true,3621804,San José,Costa Rica,San Juan de Dios
4026,0101000020E6100000FB22A12DE70455C01C5F7B6649C02340,true,3621655,San José,Costa Rica,San Rafael Arriba
4038,0101000020E61000002384471B470855C095826E2F69FC2340,true,3621911,Heredia,Costa Rica,San Francisco
4003,0101000020E6100000A1BE654E97EB52C051A5660FB4221240,true,3689560,Quindío,Colombia,Armenia
4040,0101000020E6100000EE08A7052F0055C02384471B47CC2340,true,3621926,Cartago,Costa Rica,San Diego
4019,0101000020E6100000DEE522BE134F52C0DF37BEF6CC122440,true,3792383,Cesar,Colombia,Agustín Codazzi
4042,0101000020E6100000CBA145B6F30155C043E7357689EA2340,true,3622217,San José,Costa Rica,Purral
4011,0101000020E61000008DEE2076A60A53C0747B4963B4AE1040,true,3689905,Valle del Cauca,Colombia,Andalucía
4018,0101000020E61000008B4F01309E0153C09886E123626A1740,true,3792376,Antioquia,Colombia,Ciudad Bolívar
4004,0101000020E6100000F9DA334B02D652C0A796ADF545822440,true,3689570,Bolívar,Colombia,Arjona
4037,0101000020E610000082AD122C0EED54C0E6AE25E483BE2240,true,3621889,San José,Costa Rica,San Isidro
4036,0101000020E6100000A5315A47550555C059C0046EDDDD2340,true,3621849,San José,Costa Rica,San José
4035,0101000020E6100000A5315A47550555C059C0046EDDDD2340,true,3621841,Alajuela,Costa Rica,San José
4012,0101000020E6100000C93CF207032352C0FE60E0B9F7B01440,true,3690316,Casanare,Colombia,Aguazul
4001,0101000020E61000007B832F4CA6BA52C0BBD05CA791962540,true,3689235,Atlántico,Colombia,Baranoa
4002,0101000020E6100000E9D495CFF2C852C0C63368E89FA02040,true,3689381,Córdoba,Colombia,Ayapel
4008,0101000020E61000000B630B410E2853C0B9C7D2872E881F40,true,3689798,Antioquia,Colombia,Apartadó
4013,0101000020E610000021C8410933DD52C051A04FE449721640,true,3690431,Caldas,Colombia,Aguadas
4046,0101000020E61000008599B67F65F754C05A2A6F4738AD2340,true,3622547,Cartago,Costa Rica,Paraíso
4009,0101000020E61000007862D68BA1F252C0300DC347C4541540,true,3689833,Risaralda,Colombia,Anserma
4045,0101000020E61000001C42959A3D0255C03485CE6BECC22340,true,3622507,San José,Costa Rica,Patarrá
4010,0101000020E61000002EAD86C43DF852C0569FABADD89F1640,true,3689899,Antioquia,Colombia,Andes
4006,0101000020E61000000DC347C494B051C09F93DE37BE561C40,true,3689718,Arauca,Colombia,Arauca
4034,0101000020E6100000FAEDEBC0390555C07A53910A63EB2340,true,3621819,San José,Costa Rica,San Juan
4005,0101000020E610000000000000008052C00000000000802440,true,3689589,Cesar,Colombia,Ariguaní
4014,0101000020E6100000ACADD85F766752C0758E01D9EB9D2040,true,3690465,Cesar,Colombia,Aguachica
4015,0101000020E610000058569A94827052C0304CA60A46E50F40,true,3690577,Meta,Colombia,Acacías
4021,0101000020E6100000338AE596562952C0137EA99F37950440,true,3828545,Guaviare,Colombia,San José del Guaviare
4027,0101000020E6100000514EB4AB901255C0B6F3FDD478A92340,true,3621659,San José,Costa Rica,San Rafael Abajo
4044,0101000020E6100000B5FD2B2B4DC254C097ADF54542FB2340,true,3622247,Limón,Costa Rica,Limón
4023,0101000020E6100000AD6EF59CF40E55C0033E3F8C107E2340,true,3621335,San José,Costa Rica,Tejar
4043,0101000020E61000009291B3B0A73555C0A4703D0AD7F32340,true,3622228,Puntarenas,Costa Rica,Puntarenas
4016,0101000020E61000000C0742B2802753C0AEF545425B0E0640,true,3770718,Cauca,Colombia,Morales
4017,0101000020E61000004F401361C32953C0465F419AB1081F40,true,3792375,Antioquia,Colombia,Carepa
4041,0101000020E61000000FB40243561B55C04B3CA06CCAA52440,true,3622190,Alajuela,Costa Rica,Quesada
4007,0101000020E61000002E73BA2C268C52C03BE466B8012F2540,true,3689759,Magdalena,Colombia,Aracataca
4020,0101000020E610000043C5387F13B252C031B610E4A0942340,true,3792392,Magdalena,Colombia,Plato
4039,0101000020E6100000A9D903ADC00655C0E59B6D6E4CCF2340,true,3621922,San José,Costa Rica,San Felipe
4022,0101000020E61000005D8AABCABEEB54C03A58FFE730CF2340,true,3621184,Cartago,Costa Rica,Turrialba
4024,0101000020E6100000C39E76F86BE054C0350708E6E8312440,true,3621440,Limón,Costa Rica,Siquirres
4029,0101000020E6100000DB166536C80855C009E1D1C611DB2340,true,3621689,San José,Costa Rica,San Rafael
5001,0101000020E6100000FBCBEEC9C3A218403468E89FE0D64940,true,2919625,North Rhine-Westphalia,Germany,Goch
6036,0101000020E610000033DC80CF0FEB31C0C616821C94A83C40,true,2514651,Canary Islands,Spain,Los Llanos de Aridane
6056,0101000020E61000002063EE5A423EC0BF587380608E4E4340,true,2515701,Valencia,Spain,la Nucia
6072,0101000020E610000034BA83D899C21BC07C2766BD18A24240,true,2516548,Andalusia,Spain,Huelva
6059,0101000020E6100000B1BFEC9E3CEC0CC0658D7A8846234340,true,2516088,Andalusia,Spain,La Carolina
6023,0101000020E61000002BDEC83CF207064035B56CAD2FD24340,true,2514097,Balearic Islands,Spain,Marratxí
6038,0101000020E61000009F1F46088F36EBBF2506819543DF4240,true,2514868,Murcia,Spain,Los Alcázares
6016,0101000020E61000005B94D920938C12C0C74B3789414C4240,true,2513882,Andalusia,Spain,Mijas
6076,0101000020E6100000B51A12F758FAE4BF3A4030478F0B4340,true,2516902,Valencia,Spain,Guardamar del Segura
6083,0101000020E6100000AB5B3D27BD2F0940CE1951DA1BBC4340,true,2517750,Balearic Islands,Spain,Felanitx
6051,0101000020E6100000529B38B9DFC117C004E78C28ED7D4240,true,2515493,Andalusia,Spain,Las Cabezas de San Juan
6026,0101000020E610000087FE092E56140DC0B4AB90F2939A4240,true,2514176,Andalusia,Spain,Maracena
6013,0101000020E6100000D1798D5DA25A1BC0658D7A8846A34240,true,2513791,Andalusia,Spain,Moguer
6071,0101000020E61000001C25AFCE3120FFBF0490DAC4C9B14240,true,2516542,Andalusia,Spain,Huércal-Overa
6081,0101000020E6100000E9B7AF03E74C2FC05A2F8672A2253C40,true,2517436,Canary Islands,Spain,Gáldar
6074,0101000020E6100000D218ADA3AA6930C072DC291DAC4F3C40,true,2516852,Canary Islands,Spain,Güimar
6060,0101000020E6100000333333333333F5BFB79C4B71553D4340,true,2516255,Murcia,Spain,Jumilla
6015,0101000020E6100000F853E3A59BC4DABFFF092E56D4BC4340,true,2513811,Valencia,Spain,Mislata
7033,0101000020E6100000333333333333F3BFCDCCCCCCCC2C4840,true,3017609,Brittany,France,Fougères
7027,0101000020E61000004C1AA37554551840EACF7EA488484640,true,3016702,Provence-Alpes-Côte d'Azur,France,Gap
7030,0101000020E6100000153AAFB14B940240E21E4B1FBA604840,true,3017178,Île-de-France,France,Fresnes
7002,0101000020E6100000D9EBDD1FEF3518407BDAE1AFC9AA4840,true,3013627,Alsace-Champagne-Ardenne-Lorraine,France,Hayange
7010,0101000020E610000004CAA65CE1DDFD3FB79C4B7155154740,true,3014383,Aquitaine-Limousin-Poitou-Charentes,France,Guéret
7025,0101000020E6100000384A5E9D63E01540CA4FAA7D3ABA4540,true,3016667,Provence-Alpes-Côte d'Azur,France,Gardanne
7018,0101000020E61000009E29745E639703407CB8E4B8537E4840,true,3015689,Île-de-France,France,Gonesse
7031,0101000020E61000001BD82AC1E2F01A408FDFDBF467B74540,true,3017253,Provence-Alpes-Côte d'Azur,France,Fréjus
7005,0101000020E6100000AD2F12DA72EE074084BBB376DB4D4940,true,3013862,Nord-Pas-de-Calais-Picardie,France,Haubourdin
7015,0101000020E6100000D9CEF753E3650240E02D90A0F8814940,true,3015160,Nord-Pas-de-Calais-Picardie,France,Grande-Synthe
7009,0101000020E610000037FDD98F1411F1BFB0C91AF510514640,true,3014175,Aquitaine-Limousin-Poitou-Charentes,France,Gujan-Mestras
7016,0101000020E6100000A110018750A5E3BF261E5036E5624640,true,3015419,Aquitaine-Limousin-Poitou-Charentes,France,Gradignan
7020,0101000020E6100000FE9AAC510F1101401630815B77574840,true,3016078,Île-de-France,France,Gif-sur-Yvette
7012,0101000020E61000004B1FBAA0BE2503406BD44334BA534840,true,3014646,Île-de-France,France,Grigny
7013,0101000020E6100000E71890BDDEDD1640B79C4B7155954640,true,3014728,Auvergne-Rhône-Alpes,France,Grenoble
7023,0101000020E610000066666666666602401630815B77774840,true,3016321,Île-de-France,France,Gennevilliers
7008,0101000020E6100000D68BA19C6897004025581CCEFC624840,true,3014143,Île-de-France,France,Guyancourt
7007,0101000020E6100000D3A414747B291F40A3CC069964684840,true,3014078,Alsace-Champagne-Ardenne-Lorraine,France,Haguenau
7003,0101000020E61000001E6D1CB1165F0F40B2683A3B19204940,true,3013681,Nord-Pas-de-Calais-Picardie,France,Hautmont
7017,0101000020E6100000D1915CFE43BA0340D97745F0BF814840,true,3015490,Île-de-France,France,Goussainville
7028,0101000020E610000031CEDF8442440440B0C91AF510714840,true,3016830,Île-de-France,France,Gagny
7032,0101000020E6100000CB67791EDCDD01407D96E7C1DD7D4840,true,3017341,Île-de-France,France,Franconville
7029,0101000020E6100000D578E92631080E407E74EACA67B94540,true,3016956,Languedoc-Roussillon-Midi-Pyrénées,France,Frontignan
7004,0101000020E6100000A1D634EF38C518401A6EC0E787AD4840,true,3013701,Alsace-Champagne-Ardenne-Lorraine,France,Yutz
7021,0101000020E6100000EAE74D452A0C0540D4D4B2B5BED84740,true,3016097,Centre,France,Gien
7006,0101000020E6100000A796ADF545020940DBBFB2D2A4644940,true,3014034,Nord-Pas-de-Calais-Picardie,France,Halluin
7022,0101000020E61000007958A835CDBB02401CCEFC6A0E684840,true,3016292,Île-de-France,France,Gentilly
7014,0101000020E6100000B4E55C8AABAA1B40B79C4B7155D54540,true,3014856,Provence-Alpes-Côte d'Azur,France,Grasse
7019,0101000020E610000082CAF8F719171340ADFA5C6DC5CA4640,true,3015902,Auvergne-Rhône-Alpes,France,Givors
7001,0101000020E610000023BE13B35E4C04404D672783A35C4940,true,3013619,Nord-Pas-de-Calais-Picardie,France,Hazebrouck
7024,0101000020E6100000912C6002B72E034056BC9179E47B4840,true,3016621,Île-de-France,France,Garges-lès-Gonesse
7026,0101000020E6100000F6402B30647501404F5DF92CCF6B4840,true,3016675,Île-de-France,France,Garches
7011,0101000020E610000077A1B94E236D03C0AE64C74620AA4740,true,3014392,Pays de la Loire,France,Guérande
8075,0101000020E6100000A1BE654E97AF56C0EE77280AF4292D40,true,3595171,Sacatepéquez,Guatemala,Jocotenango
8039,0101000020E6100000C2340C1F11F156C0740CC85EEFEE2D40,true,3589626,San Marcos,Guatemala,San Pedro Sacatepéquez
8045,0101000020E6100000B1F9B836549A56C08109DCBA9B172D40,true,3589977,Guatemala,Guatemala,San José Pinula
8073,0101000020E6100000F5673F5244E456C040D9942BBCBB2D40,true,3594703,Quetzaltenango,Guatemala,La Esperanza
